source_e164,target_e164,our_context,platform_context,window,date,manual_label
+18335883808,+18572799568,spoofed_cid,mentioned,"llowing spoofed numbers (so far): Florida (Sarah):  321-985-1403 Georgia (Jackie):  470-623-2561 Massachusetts (Alan):  857-279-9568 Kentucky (Jackie & Sarah): 270-868-7863, 270-937-5918, and 502-761-",2025-11-10,
+18335883808,+14706232561,spoofed_cid,mentioned, states. Calls have come from the following spoofed numbers (so far): Florida (Sarah):  321-985-1403 Georgia (Jackie):  470-623-2561 Massachusetts (Alan):  857-279-9568 Kentucky (Jackie & Sarah): 270-,2025-11-10,
+18337090882,+14034414882,mentioned,spoofed_cid,e not knowledgeable about cases they represent or trying getting money making up staff about people. They use Caller ID 403-441-4882 then in message they ask calling them at -18337090882.  They use ot,2023-06-23,
+18337277904,+16615169037,spoofed_cid,mentioned,"m 13 different states.  Calls have come from the following spoofed numbers (so far): Arizona:  928-756-7579 California  661-516-9037, 661-464-8809, and 559-402-9618 Florida:  863-252-9906 Massachusett",2025-11-06,
+18337277904,+16614648809,spoofed_cid,mentioned," states.  Calls have come from the following spoofed numbers (so far): Arizona:  928-756-7579 California  661-516-9037, 661-464-8809, and 559-402-9618 Florida:  863-252-9906 Massachusetts:  857-314-59",2025-11-06,
+18337277904,+15594029618,spoofed_cid,mentioned,"ve come from the following spoofed numbers (so far): Arizona:  928-756-7579 California  661-516-9037, 661-464-8809, and 559-402-9618 Florida:  863-252-9906 Massachusetts:  857-314-5989, 781-922-7642, ",2025-11-06,
+18337277904,+18632529906,spoofed_cid,mentioned,"ing spoofed numbers (so far): Arizona:  928-756-7579 California  661-516-9037, 661-464-8809, and 559-402-9618 Florida:  863-252-9906 Massachusetts:  857-314-5989, 781-922-7642, and 857-402-9347 Minnes",2025-11-06,
+18337342955,+18062006336,callback,spoofed_cid,"ent from the number that he called from. He says to call back at 833-734-2955 but the number that the call came from is 806-200-6336 number. Because of the spoofing, I have to agree that this is most ",2022-05-23,
+18337351894,+18337351892,sms,mentioned,Anna I just got a text from 37268 saying that there was a $15 on my debit card from Florida and that I should call 833-735-1892. They also said since it was a suspected fraudulent charge that they pla,2023-04-17,
+18337642704,+18337752784,mentioned,spoofed_cid,"bt collector trying to get people's credit card numbers. They called using the (probably) forged caller ID information ""833-775-2784 800 Service"".",2026-02-09,
+18337794743,+13854850192,mentioned,sms,"oday (the earlier one today  being from 385-230-6614) & this one being very much like the one I received yesterday from 385-485-0192. As stated before: ""The irony in this text is that I haven't had a ",2025-12-18,
+18337955753,+13605290029,mentioned,callback,Jo I received a call this morning from 360-529-0029 stating that I was listed as a reference for my deceased ex-husband who I have been divorced from for 26 years.  She sa,2025-07-22,
+18337955761,+18337955778,sms,mentioned,noted on the text and they answered Litigation Office. Text from 407-501-5356 saying call 833-795-5761.  Same office as 833-795-5778,2025-07-29,
+18338889188,+12064268925,sms,mentioned,Nick D Same here...text from Hannah Cowan saying exact same thing.  But it came from (206) 426-8925.,2026-02-11,
+18338889188,+18336949655,sms,mentioned,Cindy Nyra Valen text from 239-518-6062 for me or responsible party to call 833-694-9655. Possible Scammer....Did not call and don't plan on calling..... scammer....,2026-02-26,
+18338943205,+17207248482,callback,spoofed_cid,mefunzrlowe got a call from 720 724 8482 caller Id said it was from scotty cass voice mail said to call 833 894 3205 Patricia brant something was filed against ,2025-04-07,
+18338943205,+13000015402,mentioned,sms,r for national asset management 833-894-3205. The attached was also an extension of 112 via text was also a case number 30000154024281000.  You do have your right to be transferred to a case manager b,2025-02-19,
+18339087524,+14699825002,callback,spoofed_cid,"is matter, you may disregard this message or call back the number on your caller ID to opt out. Thank you."" Click here: 14699825002 to listen to full voice message.",2026-02-04,
+18432223432,+19299197103,callback,sms,"ans id 87651lpx approved and will appear in your statement. to cancel order call us at +1 843 222-3432."" Text came from 929-919-7103. 929 is NY area code. 843 is a SC area code. Scam! called both #s a",2025-02-24,
+18432788385,+16177623000,callback,spoofed_cid, as above but he (Andre Hubbard) gave call back number as 828-358-1591 x 307. Caller ID was listed as ccs offices sales:617-762-3000. Nothing under Google search for either #.,2022-04-27,
+18442349590,+18442349880,mentioned,spoofed_cid,5M-Honors Sweeps... I haven't picked up a single call and no messages were left. They also called (same CALLER ID) from 844-234-9880 and 702-840-3531,2026-02-25,
+18442349590,+17028403531,mentioned,spoofed_cid,.. I haven't picked up a single call and no messages were left. They also called (same CALLER ID) from 844-234-9880 and 702-840-3531,2026-02-25,
+18442565212,+19083369205,callback,spoofed_cid,ed to address a pre legal matter. I was told to call back 844.256.5212. I called back the number listed on my caller id (908.336.9205) and he answered as Rick. When I said nothing he knew my name whic,2017-07-06,
+18444875755,+16615169037,spoofed_cid,mentioned,"m 13 different states.  Calls have come from the following spoofed numbers (so far): Arizona:  928-756-7579 California  661-516-9037, 661-464-8809, and 559-402-9618 Florida:  863-252-9906 Massachusett",2025-11-06,
+18444875755,+16614648809,spoofed_cid,mentioned," states.  Calls have come from the following spoofed numbers (so far): Arizona:  928-756-7579 California  661-516-9037, 661-464-8809, and 559-402-9618 Florida:  863-252-9906 Massachusetts:  857-314-59",2025-11-06,
+18444875755,+15594029618,spoofed_cid,mentioned,"ve come from the following spoofed numbers (so far): Arizona:  928-756-7579 California  661-516-9037, 661-464-8809, and 559-402-9618 Florida:  863-252-9906 Massachusetts:  857-314-5989, 781-922-7642, ",2025-11-06,
+18444875755,+18632529906,spoofed_cid,mentioned,"ing spoofed numbers (so far): Arizona:  928-756-7579 California  661-516-9037, 661-464-8809, and 559-402-9618 Florida:  863-252-9906 Massachusetts:  857-314-5989, 781-922-7642, and 857-402-9347 Minnes",2025-11-06,
+18445273418,+13027224383,mentioned,spoofed_cid,JP Called my cell phone with the caller ID showing 302-722-4383. The woman stated her name was Candace Reed and called me by name. She said she was with Navient and was looking for in,2019-11-07,
+18445766424,+18008693557,callback,spoofed_cid,"at had my phone number 5+ years ago.  Requested ""Call me back at 1-844-576-6424 extension 24631"".  The caller ID showed 1-800-869-3557 which is the Wells Fargo customer service number, but the request",2017-04-10,
+18446866269,+14166462557,spoofed_cid,mentioned,"D YellowPages impersonator, named Tyler Perry, calling from 1-416-646-2557 (but said their phone number was 844-686-6269 extension 0858). Said in voicemail my number was claimed by ""KMK Construc",2025-03-18,
+18447511088,+18448511088,callback,sms,Iris Text from CCA asking me to call them at 844-851-1088 about a “time sensitive settlement opportunity” and quoted a file number. I thought it was a scam until I read the post,2025-10-02,
+18448429180,+19054813524,spoofed_cid,mentioned,"ck Paul called regarding donation for  First Responders, told him not interested. Two phone numbers came up on display: 905-481-3524 and 1-844-842-9180",2018-12-11,
+18449151364,+12089153130,spoofed_cid,mentioned,"Jeri S | 5 replies I got a call from 208-915-3130 around 7:30 am.  The number came up as ""Clinical Trials.""  I didn't answer the call because I was busy. They left a vm.",2022-12-29,
+18449867272,+16614648809,spoofed_cid,mentioned," states.  Calls have come from the following spoofed numbers (so far): Arizona:  928-756-7579 California  661-516-9037, 661-464-8809, and 559-402-9618 Florida:  863-252-9906 Massachusetts:  857-314-59",2025-11-06,
+18449867272,+15594029618,spoofed_cid,mentioned,"ve come from the following spoofed numbers (so far): Arizona:  928-756-7579 California  661-516-9037, 661-464-8809, and 559-402-9618 Florida:  863-252-9906 Massachusetts:  857-314-5989, 781-922-7642, ",2025-11-06,
+18449867272,+16615169037,spoofed_cid,mentioned,"m 13 different states.  Calls have come from the following spoofed numbers (so far): Arizona:  928-756-7579 California  661-516-9037, 661-464-8809, and 559-402-9618 Florida:  863-252-9906 Massachusett",2025-11-06,
+18449867272,+18632529906,spoofed_cid,mentioned,"ing spoofed numbers (so far): Arizona:  928-756-7579 California  661-516-9037, 661-464-8809, and 559-402-9618 Florida:  863-252-9906 Massachusetts:  857-314-5989, 781-922-7642, and 857-402-9347 Minnes",2025-11-06,
+18449974686,+18849974686,sms,mentioned, text message today.. We have not received a response. Please contact a representative no later than 5:00PM today Phone:884-997-4686.,2026-02-10,
+18452859863,+18668091062,mentioned,sms," MRS BPO LLC regarding a matter with SPECTRUM. MRS is a collection agency. Visit us at: https://portal.mrsbpo.com Call: (866) 809-1062 To opt out of texts, reply: STOP. Rights/Information: mrsbpo.com/",2024-08-02,
+18476375435,+18472644918,mentioned,spoofed_cid,"lowed by pollsters and soliciting. Received another call tonight (10/18) from a different number but the same caller ID 847-264-4918, again, no one on the other end.",2018-10-19,
+18509859216,+16234997693,mentioned,sms,Sharon Menzo The phone/text came from +1 (623-499-7693 and RAY98D7 - You send $478.83 to Charles D. Cotton Through Apple Pay is successfully processed from your account. Not ,2024-12-17,
+18552426899,+14699147211,mentioned,spoofed_cid, toll free number is 1-855-242-6899. Once again thanks for being a valued City Bank customer. The caller ID said: Texas 469-914-7211 What looks suspicious is the spelling of City Bank.  Now there is a,2017-04-13,
+18552961471,+13012352829,callback,spoofed_cid,"t Bieneman This is a ""callback"" number for a ""document delivery"" scam that calls using the forged Caller ID information 301-235-2829 CLINTON MD.",2026-01-23,
+18555124204,+18555124202,mentioned,sms,vivi asking to contact us on#855 512 4202  is scam sms,2023-10-31,
+18556049626,+15157362725,sms,mentioned, replies I received a text message from it. I of course didn’t click on the link. It said: [GOFO Express]Your package GF5157362725648 will be out for delivery soon. Delivery is expected in 2-3 days. T,2025-03-26,
+18556514551,+16265444803,spoofed_cid,sms,"David Text message from (626) 544-4803 (probably spoofed) directing to contact (855) 651-4551 for my $30,000 loan at $390 a month.",2025-10-06,
+18557440709,+18559352848,callback,sms,ederal and state regulations prohibits me from sending sensitive details to you via text message.  Please contact me at 855-935-2848 along with case # POG1753979,2024-05-16,
+18557440709,+19283955849,mentioned,sms," years, at least, so not sure how I got the text. 855-744-0709 is the number they said to contact. The text came from # 928-395-5849.",2024-06-06,
